date,datetime,cash_type,money,coffee_name
2024-03-05,2024-03-05 17:38:09.354,0,1.413455698621417,6
2024-03-05,2024-03-05 17:56:15.776,0,-0.5787182292296158,4
2024-03-05,2024-03-05 18:01:31.242,0,1.413455698621417,6
2024-03-06,2024-03-06 12:30:27.089,1,0.6613083993307208,1
2024-03-06,2024-03-06 13:24:07.667,0,-0.5787182292296158,0
2024-03-06,2024-03-06 13:25:14.351,0,-0.5787182292296158,4
2024-03-06,2024-03-06 14:52:01.761,0,1.413455698621417,2
2024-03-06,2024-03-06 14:53:18.344,0,1.413455698621417,2
2024-03-07,2024-03-07 10:08:58.945,1,1.677723668642472,7
2024-03-07,2024-03-07 10:18:40.543,0,1.413455698621417,6
2024-03-07,2024-03-07 11:03:58.976,0,1.413455698621417,7
2024-03-07,2024-03-07 11:25:43.977,1,1.677723668642472,7
2024-03-07,2024-03-07 15:40:22.606,0,-0.5787182292296158,0
2024-03-07,2024-03-07 15:41:28.784,0,0.41736873469589997,1
2024-03-08,2024-03-08 10:34:41.283,0,-0.5787182292296158,4
2024-03-08,2024-03-08 12:22:28.653,0,1.413455698621417,2
2024-03-08,2024-03-08 13:53:02.042,0,-0.5787182292296158,0
2024-03-08,2024-03-08 14:44:12.686,0,-0.5787182292296158,0
2024-03-08,2024-03-08 14:45:11.048,0,-0.5787182292296158,0
2024-03-08,2024-03-08 14:46:11.155,0,0.41736873469589997,1
2024-03-08,2024-03-08 18:57:51.451,0,1.413455698621417,7
2024-03-08,2024-03-08 18:59:24.941,0,1.413455698621417,7
2024-03-09,2024-03-09 11:49:37.292,1,1.677723668642472,6
2024-03-09,2024-03-09 12:05:15.559,0,-1.5748051931551315,5
2024-03-09,2024-03-09 12:07:38.275,0,-0.5787182292296158,0
2024-03-09,2024-03-09 12:09:47.714,0,1.413455698621417,2
2024-03-09,2024-03-09 12:13:03.521,0,-0.5787182292296158,0
2024-03-09,2024-03-09 12:14:26.458,0,-0.5787182292296158,0
2024-03-09,2024-03-09 13:09:22.229,0,1.413455698621417,7
2024-03-09,2024-03-09 13:41:06.167,0,0.41736873469589997,1
2024-03-09,2024-03-09 13:53:10.408,0,-0.5787182292296158,4
2024-03-09,2024-03-09 13:54:36.828,0,1.413455698621417,2
2024-03-09,2024-03-09 14:08:01.829,0,0.41736873469589997,1
2024-03-09,2024-03-09 14:26:52.873,0,1.413455698621417,6
2024-03-09,2024-03-09 19:17:57.572,0,1.413455698621417,2
2024-03-09,2024-03-09 19:19:10.084,0,1.413455698621417,6
2024-03-10,2024-03-10 07:44:18.538,1,-0.35510686998103025,0
2024-03-10,2024-03-10 07:45:29.441,1,0.6613083993307208,1
2024-03-10,2024-03-10 10:06:02.960,1,1.677723668642472,7
2024-03-10,2024-03-10 11:19:20.764,0,-1.5748051931551315,5
2024-03-10,2024-03-10 17:51:03.048,1,0.6613083993307208,1
2024-03-10,2024-03-10 19:34:00.478,0,1.413455698621417,7
2024-03-10,2024-03-10 19:35:54.712,0,-0.5787182292296158,4
2024-03-11,2024-03-11 10:18:46.724,1,1.677723668642472,7
2024-03-11,2024-03-11 11:24:15.022,1,1.677723668642472,2
2024-03-11,2024-03-11 11:24:51.565,1,-0.35510686998103025,4
2024-03-11,2024-03-11 11:26:44.221,1,-0.35510686998103025,0
2024-03-11,2024-03-11 11:32:58.781,0,1.413455698621417,2
2024-03-11,2024-03-11 16:24:26.401,0,-0.5787182292296158,0
2024-03-11,2024-03-11 16:25:45.664,0,1.413455698621417,7
2024-03-11,2024-03-11 16:50:49.608,0,-0.5787182292296158,4
2024-03-12,2024-03-12 10:15:00.297,1,1.677723668642472,7
2024-03-12,2024-03-12 10:15:34.543,0,-0.5787182292296158,0
2024-03-12,2024-03-12 10:16:24.886,0,-0.5787182292296158,4
2024-03-12,2024-03-12 11:20:45.632,0,1.413455698621417,6
2024-03-12,2024-03-12 12:46:23.275,0,0.41736873469589997,1
2024-03-12,2024-03-12 12:47:26.027,0,-0.5787182292296158,0
2024-03-12,2024-03-12 16:15:43.325,0,-0.5787182292296158,0
2024-03-13,2024-03-13 11:06:43.038,0,1.413455698621417,6
2024-03-13,2024-03-13 11:48:16.753,0,-0.5787182292296158,0
2024-03-13,2024-03-13 12:18:06.336,0,-0.5787182292296158,0
2024-03-13,2024-03-13 12:19:05.128,0,-0.5787182292296158,0
2024-03-13,2024-03-13 12:34:30.315,1,-1.3715221392927812,5
2024-03-13,2024-03-13 14:26:40.875,0,0.41736873469589997,1
2024-03-13,2024-03-13 15:40:22.261,0,-1.5748051931551315,5
2024-03-13,2024-03-13 15:41:20.424,0,-1.5748051931551315,5
2024-03-13,2024-03-13 16:47:09.373,0,-1.5748051931551315,5
2024-03-14,2024-03-14 10:02:12.241,1,1.677723668642472,7
2024-03-14,2024-03-14 10:28:33.017,0,1.413455698621417,7
2024-03-14,2024-03-14 10:29:34.283,0,1.413455698621417,6
2024-03-14,2024-03-14 13:27:29.536,0,-0.5787182292296158,4
2024-03-14,2024-03-14 13:28:24.527,0,-0.5787182292296158,0
2024-03-14,2024-03-14 13:51:59.905,0,0.41736873469589997,1
2024-03-14,2024-03-14 13:52:56.248,0,-1.5748051931551315,5
2024-03-14,2024-03-14 15:20:38.367,0,1.413455698621417,7
2024-03-14,2024-03-14 16:04:09.506,0,0.41736873469589997,1
2024-03-14,2024-03-14 16:54:38.202,0,-1.5748051931551315,5
2024-03-14,2024-03-14 18:58:55.854,0,1.413455698621417,6
2024-03-14,2024-03-14 19:00:08.663,0,-0.5787182292296158,4
2024-03-15,2024-03-15 10:02:16.533,1,1.677723668642472,7
2024-03-15,2024-03-15 10:53:02.180,0,1.413455698621417,6
2024-03-15,2024-03-15 18:19:27.922,0,-0.5787182292296158,0
2024-03-16,2024-03-16 12:06:55.209,0,0.41736873469589997,1
2024-03-16,2024-03-16 12:07:53.915,0,-0.5787182292296158,0
2024-03-16,2024-03-16 15:58:18.458,0,-0.5787182292296158,4
2024-03-16,2024-03-16 16:03:21.738,0,-0.5787182292296158,4
2024-03-16,2024-03-16 16:04:11.444,0,-0.5787182292296158,4
2024-03-16,2024-03-16 17:58:07.241,0,0.41736873469589997,1
2024-03-17,2024-03-17 10:10:21.399,1,1.677723668642472,7
2024-03-17,2024-03-17 12:55:26.065,0,-0.5787182292296158,4
2024-03-18,2024-03-18 11:17:59.671,0,-0.5787182292296158,4
2024-03-18,2024-03-18 15:31:39.725,0,-0.5787182292296158,0
2024-03-18,2024-03-18 15:32:38.239,0,-0.5787182292296158,0
2024-03-18,2024-03-18 15:33:36.708,0,-0.5787182292296158,0
2024-03-19,2024-03-19 10:20:25.996,1,-0.35510686998103025,4
2024-03-19,2024-03-19 14:02:21.536,0,1.413455698621417,7
2024-03-19,2024-03-19 14:03:19.765,0,1.413455698621417,7
2024-03-19,2024-03-19 15:04:36.309,0,1.413455698621417,6
2024-03-19,2024-03-19 16:53:48.706,0,0.41736873469589997,1
2024-03-19,2024-03-19 19:26:32.677,1,1.677723668642472,6
2024-03-20,2024-03-20 11:41:16.403,0,-0.5787182292296158,4
2024-03-20,2024-03-20 12:21:07.728,1,1.677723668642472,7
2024-03-20,2024-03-20 12:30:48.968,0,-0.5787182292296158,4
2024-03-20,2024-03-20 13:16:47.394,0,1.413455698621417,2
2024-03-20,2024-03-20 16:42:38.117,0,1.413455698621417,3
2024-03-20,2024-03-20 17:50:28.781,0,1.413455698621417,7
2024-03-21,2024-03-21 10:18:56.977,1,1.677723668642472,2
2024-03-21,2024-03-21 12:25:09.194,0,-0.5787182292296158,4
2024-03-21,2024-03-21 12:26:17.428,0,1.413455698621417,2
2024-03-21,2024-03-21 17:21:01.453,1,-0.35510686998103025,0
2024-03-21,2024-03-21 17:22:01.353,0,-0.5787182292296158,4
2024-03-21,2024-03-21 19:20:36.508,0,1.413455698621417,7
2024-03-22,2024-03-22 10:35:53.619,0,0.41736873469589997,1
2024-03-22,2024-03-22 13:29:20.343,0,0.41736873469589997,1
2024-03-22,2024-03-22 16:15:14.448,1,1.677723668642472,2
2024-03-22,2024-03-22 17:17:03.724,0,-0.5787182292296158,0
2024-03-22,2024-03-22 17:17:58.991,0,-1.5748051931551315,5
2024-03-22,2024-03-22 17:20:49.490,0,-0.5787182292296158,0
2024-03-23,2024-03-23 10:43:59.559,0,1.413455698621417,7
2024-03-23,2024-03-23 10:45:07.157,0,0.41736873469589997,1
2024-03-23,2024-03-23 13:10:07.661,0,1.413455698621417,2
2024-03-23,2024-03-23 13:11:12.230,0,1.413455698621417,3
2024-03-23,2024-03-23 14:44:41.276,0,0.41736873469589997,1
2024-03-23,2024-03-23 15:47:19.062,0,1.413455698621417,7
2024-03-23,2024-03-23 15:49:33.813,0,0.41736873469589997,1
2024-03-23,2024-03-23 16:00:58.386,0,-0.5787182292296158,4
2024-03-24,2024-03-24 10:03:56.005,1,1.677723668642472,7
2024-03-24,2024-03-24 18:45:08.397,0,1.413455698621417,7
2024-03-25,2024-03-25 10:31:47.250,0,1.413455698621417,7
2024-03-25,2024-03-25 11:16:25.671,1,0.6613083993307208,1
2024-03-25,2024-03-25 14:27:09.163,0,1.413455698621417,7
2024-03-25,2024-03-25 14:29:25.343,0,1.413455698621417,7
2024-03-25,2024-03-25 18:37:30.650,0,0.41736873469589997,1
2024-03-25,2024-03-25 19:34:24.542,0,1.413455698621417,2
2024-03-26,2024-03-26 10:35:49.679,0,1.413455698621417,3
2024-03-26,2024-03-26 10:36:36.151,0,1.413455698621417,7
2024-03-26,2024-03-26 10:42:30.170,0,1.413455698621417,7
2024-03-26,2024-03-26 11:11:47.335,0,-0.5787182292296158,4
2024-03-26,2024-03-26 13:35:52.773,0,-0.5787182292296158,0
2024-03-26,2024-03-26 13:36:49.644,0,-0.5787182292296158,4
2024-03-26,2024-03-26 13:37:59.723,0,-0.5787182292296158,4
2024-03-26,2024-03-26 13:57:53.677,0,-0.5787182292296158,0
2024-03-26,2024-03-26 15:48:02.270,0,1.413455698621417,7
2024-03-26,2024-03-26 18:33:38.568,0,1.413455698621417,7
2024-03-26,2024-03-26 18:34:54.648,0,1.413455698621417,6
2024-03-27,2024-03-27 11:04:51.174,0,-0.5787182292296158,4
2024-03-27,2024-03-27 11:05:58.236,0,0.41736873469589997,1
2024-03-27,2024-03-27 12:57:00.462,0,0.41736873469589997,1
2024-03-27,2024-03-27 13:35:20.039,0,1.413455698621417,6
2024-03-27,2024-03-27 14:22:31.662,0,1.413455698621417,2
2024-03-27,2024-03-27 14:23:35.380,0,-0.5787182292296158,0
2024-03-27,2024-03-27 18:30:11.833,0,-0.5787182292296158,4
2024-03-27,2024-03-27 19:31:12.442,1,1.677723668642472,7
2024-03-28,2024-03-28 14:24:47.092,0,-0.5787182292296158,4
2024-03-28,2024-03-28 17:24:46.244,0,-0.5787182292296158,4
2024-03-28,2024-03-28 17:27:05.304,0,-0.5787182292296158,0
2024-03-28,2024-03-28 17:32:44.652,0,1.413455698621417,7
2024-03-29,2024-03-29 10:56:19.495,0,1.413455698621417,7
2024-03-29,2024-03-29 12:34:17.383,0,1.413455698621417,2
2024-03-29,2024-03-29 12:41:32.125,0,1.413455698621417,2
2024-03-29,2024-03-29 13:22:44.618,1,1.677723668642472,2
2024-03-30,2024-03-30 11:59:19.854,0,1.413455698621417,7
2024-03-30,2024-03-30 13:49:25.815,1,1.677723668642472,2
2024-03-30,2024-03-30 16:12:31.786,0,1.413455698621417,7
2024-03-30,2024-03-30 16:36:40.513,0,1.413455698621417,7
2024-03-30,2024-03-30 16:37:57.553,0,0.41736873469589997,1
2024-03-31,2024-03-31 10:40:04.523,0,1.413455698621417,2
2024-03-31,2024-03-31 19:36:45.000,1,-0.35510686998103025,0
2024-04-01,2024-04-01 10:28:47.601,0,-0.5787182292296158,0
2024-04-01,2024-04-01 10:29:42.318,0,0.41736873469589997,1
2024-04-01,2024-04-01 10:30:43.735,0,0.41736873469589997,1
2024-04-01,2024-04-01 11:15:43.836,0,0.41736873469589997,1
2024-04-01,2024-04-01 17:01:42.924,1,1.677723668642472,2
2024-04-01,2024-04-01 18:18:42.372,0,0.41736873469589997,1
2024-04-01,2024-04-01 18:45:27.436,0,1.413455698621417,6
2024-04-02,2024-04-02 10:01:14.022,0,1.413455698621417,7
2024-04-02,2024-04-02 16:18:34.169,0,-0.5787182292296158,0
2024-04-02,2024-04-02 16:19:28.460,0,-0.5787182292296158,4
2024-04-02,2024-04-02 19:59:31.942,1,1.677723668642472,2
2024-04-03,2024-04-03 10:19:13.644,0,-0.5787182292296158,4
2024-04-03,2024-04-03 10:20:07.655,0,-0.5787182292296158,0
2024-04-03,2024-04-03 13:12:05.367,0,1.413455698621417,2
2024-04-03,2024-04-03 15:36:11.735,1,-0.35510686998103025,4
2024-04-04,2024-04-04 10:44:55.988,0,1.413455698621417,7
2024-04-04,2024-04-04 11:26:38.085,0,1.413455698621417,7
2024-04-04,2024-04-04 11:27:48.411,0,1.413455698621417,2
2024-04-04,2024-04-04 12:23:02.216,0,-0.5787182292296158,4
2024-04-04,2024-04-04 19:42:07.740,1,1.677723668642472,7
2024-04-05,2024-04-05 10:40:42.728,0,-0.5787182292296158,0
2024-04-05,2024-04-05 10:42:06.204,0,-0.5787182292296158,0
2024-04-05,2024-04-05 11:06:14.643,0,-0.5787182292296158,4
2024-04-05,2024-04-05 12:14:27.975,0,0.41736873469589997,1
2024-04-05,2024-04-05 14:23:40.387,0,1.413455698621417,7
2024-04-05,2024-04-05 14:24:50.417,0,-0.5787182292296158,4
2024-04-05,2024-04-05 15:30:50.383,1,1.677723668642472,7
2024-04-05,2024-04-05 15:54:15.768,1,1.677723668642472,2
2024-04-05,2024-04-05 15:55:30.947,1,-0.35510686998103025,0
2024-04-05,2024-04-05 16:17:43.975,1,1.677723668642472,3
2024-04-05,2024-04-05 16:18:23.558,0,-1.5748051931551315,5
2024-04-06,2024-04-06 12:32:31.398,0,0.41736873469589997,1
2024-04-06,2024-04-06 14:13:18.733,0,1.413455698621417,2
2024-04-06,2024-04-06 14:14:27.029,0,-0.5787182292296158,0
2024-04-06,2024-04-06 14:49:50.183,0,1.413455698621417,7
2024-04-07,2024-04-07 10:12:53.204,0,1.413455698621417,7
2024-04-07,2024-04-07 12:44:31.936,0,1.413455698621417,2
2024-04-07,2024-04-07 12:46:05.118,0,1.413455698621417,2
2024-04-07,2024-04-07 14:16:24.949,0,-0.5787182292296158,4
2024-04-07,2024-04-07 14:17:30.628,0,-1.5748051931551315,5
2024-04-07,2024-04-07 18:01:16.608,0,1.413455698621417,6
2024-04-07,2024-04-07 18:02:03.878,0,0.41736873469589997,1
2024-04-08,2024-04-08 10:58:21.106,0,0.41736873469589997,1
2024-04-08,2024-04-08 10:59:27.558,0,1.413455698621417,2
2024-04-08,2024-04-08 11:01:20.464,0,-0.5787182292296158,0
2024-04-08,2024-04-08 11:04:47.030,0,1.413455698621417,2
2024-04-08,2024-04-08 12:54:25.897,1,-1.3715221392927812,5
2024-04-08,2024-04-08 15:43:36.881,1,0.6613083993307208,1
2024-04-08,2024-04-08 16:41:37.806,0,1.413455698621417,7
2024-04-08,2024-04-08 18:18:09.713,0,-0.5787182292296158,0
2024-04-08,2024-04-08 19:22:27.477,0,0.41736873469589997,1
2024-04-08,2024-04-08 19:23:59.268,0,1.413455698621417,2
2024-04-09,2024-04-09 10:22:27.359,1,1.677723668642472,2
2024-04-09,2024-04-09 10:24:10.103,1,-0.35510686998103025,0
2024-04-09,2024-04-09 11:42:28.468,0,1.413455698621417,7
2024-04-09,2024-04-09 15:11:48.720,0,1.413455698621417,6
2024-04-09,2024-04-09 17:25:23.936,0,1.413455698621417,6
2024-04-10,2024-04-10 10:21:26.175,1,-1.3715221392927812,5
2024-04-10,2024-04-10 17:55:07.018,1,1.677723668642472,6
2024-04-10,2024-04-10 17:55:31.244,0,-1.5748051931551315,5
2024-04-10,2024-04-10 18:24:59.290,0,1.413455698621417,2
2024-04-10,2024-04-10 20:04:05.386,0,1.413455698621417,7
2024-04-11,2024-04-11 10:41:23.155,0,-0.5787182292296158,0
2024-04-11,2024-04-11 10:42:59.365,0,-0.5787182292296158,0
2024-04-11,2024-04-11 16:35:23.069,0,1.413455698621417,7
2024-04-11,2024-04-11 19:16:56.588,0,1.413455698621417,2
2024-04-11,2024-04-11 19:18:36.619,0,0.41736873469589997,1
2024-04-12,2024-04-12 19:03:43.403,0,1.413455698621417,6
2024-04-12,2024-04-12 19:38:23.189,0,-0.5787182292296158,4
2024-04-13,2024-04-13 12:29:19.823,0,1.413455698621417,7
2024-04-13,2024-04-13 12:43:02.389,0,-0.5787182292296158,0
2024-04-13,2024-04-13 15:06:52.292,1,1.677723668642472,6
2024-04-13,2024-04-13 15:07:55.966,1,1.677723668642472,6
2024-04-13,2024-04-13 16:18:03.938,0,1.413455698621417,2
2024-04-13,2024-04-13 16:19:39.799,0,1.413455698621417,7
2024-04-13,2024-04-13 17:51:26.026,0,1.413455698621417,2
2024-04-13,2024-04-13 17:53:19.237,0,1.413455698621417,2
2024-04-14,2024-04-14 10:55:27.406,1,1.677723668642472,7
2024-04-14,2024-04-14 12:24:39.028,0,1.413455698621417,2
2024-04-14,2024-04-14 12:27:08.951,1,-0.35510686998103025,4
2024-04-14,2024-04-14 12:29:06.877,1,-0.35510686998103025,4
2024-04-14,2024-04-14 12:31:36.036,1,0.6613083993307208,1
2024-04-14,2024-04-14 13:21:49.808,0,-0.5787182292296158,4
2024-04-14,2024-04-14 14:23:31.631,0,-0.5787182292296158,0
2024-04-14,2024-04-14 14:24:26.930,0,-0.5787182292296158,0
2024-04-14,2024-04-14 14:25:18.122,0,-0.5787182292296158,0
2024-04-14,2024-04-14 15:46:27.733,0,1.413455698621417,2
2024-04-14,2024-04-14 16:59:54.823,0,-0.5787182292296158,4
2024-04-14,2024-04-14 17:00:45.387,0,1.413455698621417,7
2024-04-14,2024-04-14 18:38:19.649,0,1.413455698621417,2
2024-04-15,2024-04-15 11:45:24.619,0,-0.5787182292296158,0
2024-04-15,2024-04-15 17:01:46.359,0,-0.5787182292296158,0
2024-04-15,2024-04-15 17:02:49.748,0,0.41736873469589997,1
2024-04-15,2024-04-15 19:33:03.036,0,0.41736873469589997,1
2024-04-15,2024-04-15 19:41:58.112,1,-1.3715221392927812,5
2024-04-16,2024-04-16 10:43:49.907,1,0.6613083993307208,1
2024-04-16,2024-04-16 10:46:25.706,0,0.41736873469589997,1
2024-04-16,2024-04-16 12:40:47.675,0,1.413455698621417,3
2024-04-16,2024-04-16 12:52:07.750,0,-0.5787182292296158,4
2024-04-16,2024-04-16 15:03:16.889,0,-0.5787182292296158,0
2024-04-16,2024-04-16 17:42:04.208,0,0.41736873469589997,1
2024-04-16,2024-04-16 17:43:22.960,0,1.413455698621417,2
2024-04-16,2024-04-16 18:09:05.273,0,1.413455698621417,3
2024-04-17,2024-04-17 13:32:59.792,0,-0.5787182292296158,0
2024-04-17,2024-04-17 13:44:00.181,0,-1.5748051931551315,5
2024-04-17,2024-04-17 16:13:24.310,1,1.677723668642472,2
2024-04-17,2024-04-17 17:01:35.149,0,1.413455698621417,2
2024-04-17,2024-04-17 17:02:40.687,0,1.413455698621417,2
2024-04-17,2024-04-17 18:14:03.229,0,-0.5787182292296158,4
2024-04-18,2024-04-18 11:19:01.693,0,-0.5787182292296158,0
2024-04-18,2024-04-18 11:20:05.696,0,-0.5787182292296158,0
2024-04-18,2024-04-18 13:49:12.720,0,0.41736873469589997,1
2024-04-18,2024-04-18 13:50:17.285,0,-0.5787182292296158,4
2024-04-18,2024-04-18 14:34:19.818,0,1.413455698621417,2
2024-04-18,2024-04-18 14:35:49.354,0,1.413455698621417,7
2024-04-18,2024-04-18 17:44:15.791,0,1.413455698621417,7
2024-04-18,2024-04-18 18:21:05.945,0,1.413455698621417,2
2024-04-18,2024-04-18 19:39:51.193,0,1.413455698621417,6
2024-04-18,2024-04-18 19:40:48.954,0,1.413455698621417,6
2024-04-19,2024-04-19 10:10:36.254,0,1.413455698621417,7
2024-04-19,2024-04-19 13:11:47.848,0,0.41736873469589997,1
2024-04-19,2024-04-19 13:13:20.876,0,1.413455698621417,2
2024-04-19,2024-04-19 13:58:54.064,0,1.413455698621417,6
2024-04-19,2024-04-19 13:59:49.690,0,1.413455698621417,2
2024-04-19,2024-04-19 18:23:19.311,0,1.413455698621417,3
2024-04-19,2024-04-19 18:25:33.440,0,0.41736873469589997,1
2024-04-20,2024-04-20 11:24:42.681,1,0.6613083993307208,1
2024-04-20,2024-04-20 12:08:35.701,0,0.41736873469589997,1
2024-04-20,2024-04-20 12:09:42.664,0,0.41736873469589997,1
2024-04-20,2024-04-20 13:08:37.378,0,-0.5787182292296158,0
2024-04-20,2024-04-20 13:09:47.905,0,0.41736873469589997,1
2024-04-20,2024-04-20 13:10:55.151,0,1.413455698621417,6
2024-04-20,2024-04-20 14:44:18.118,0,1.413455698621417,2
2024-04-20,2024-04-20 15:11:00.330,0,0.41736873469589997,1
2024-04-20,2024-04-20 15:22:40.717,0,0.2181513419107974,1
2024-04-20,2024-04-20 15:49:25.148,0,0.2181513419107974,1
2024-04-20,2024-04-20 17:07:57.969,1,1.4744406147801217,3
2024-04-20,2024-04-20 18:27:41.496,0,1.214238305836313,2
2024-04-20,2024-04-20 18:28:46.900,0,1.214238305836313,2
2024-04-20,2024-04-20 19:30:55.317,0,1.214238305836313,7
2024-04-21,2024-04-21 11:16:45.707,0,1.214238305836313,7
2024-04-21,2024-04-21 14:15:37.541,0,-0.7779356220147183,0
2024-04-21,2024-04-21 17:09:03.199,1,1.4744406147801217,2
2024-04-22,2024-04-22 11:09:16.412,0,-0.7779356220147183,0
2024-04-22,2024-04-22 11:29:27.099,0,0.2181513419107974,1
2024-04-22,2024-04-22 18:40:33.024,1,1.4744406147801217,7
2024-04-22,2024-04-22 19:39:04.759,0,1.214238305836313,7
2024-04-22,2024-04-22 20:02:29.165,1,1.4744406147801217,2
2024-04-23,2024-04-23 14:22:35.995,0,1.214238305836313,2
2024-04-23,2024-04-23 14:23:53.144,0,0.2181513419107974,1
2024-04-23,2024-04-23 14:24:57.515,0,1.214238305836313,2
2024-04-23,2024-04-23 19:42:27.765,0,0.2181513419107974,1
2024-04-23,2024-04-23 19:43:26.234,0,0.2181513419107974,1
2024-04-24,2024-04-24 10:19:38.346,0,1.214238305836313,7
2024-04-24,2024-04-24 10:21:27.287,0,0.2181513419107974,1
2024-04-24,2024-04-24 11:23:46.102,0,0.2181513419107974,1
2024-04-24,2024-04-24 11:33:26.347,0,0.2181513419107974,1
2024-04-24,2024-04-24 12:39:09.298,0,0.2181513419107974,1
2024-04-24,2024-04-24 16:39:07.423,0,0.2181513419107974,1
2024-04-24,2024-04-24 19:39:49.983,0,0.2181513419107974,1
2024-04-24,2024-04-24 19:40:54.031,0,1.214238305836313,2
2024-04-25,2024-04-25 10:46:08.057,0,-0.7779356220147183,0
2024-04-25,2024-04-25 15:18:26.971,0,1.214238305836313,7
2024-04-25,2024-04-25 17:09:43.534,0,-0.7779356220147183,0
2024-04-25,2024-04-25 17:10:49.153,0,-0.7779356220147183,0
2024-04-26,2024-04-26 10:12:50.618,0,1.214238305836313,7
2024-04-26,2024-04-26 12:01:30.580,0,1.214238305836313,7
2024-04-26,2024-04-26 13:31:28.297,0,1.214238305836313,2
2024-04-26,2024-04-26 15:32:35.390,0,-0.7779356220147183,0
2024-04-26,2024-04-26 15:33:33.132,0,-0.7779356220147183,0
2024-04-26,2024-04-26 16:23:26.514,0,-0.7779356220147183,4
2024-04-26,2024-04-26 16:24:33.800,0,-0.7779356220147183,0
2024-04-26,2024-04-26 19:32:07.112,0,1.214238305836313,6
2024-04-26,2024-04-26 19:33:30.220,0,1.214238305836313,3
2024-04-27,2024-04-27 15:27:00.680,0,1.214238305836313,2
2024-04-28,2024-04-28 10:32:52.479,0,1.214238305836313,7
2024-04-28,2024-04-28 12:30:09.749,0,1.214238305836313,2
2024-04-28,2024-04-28 18:27:08.230,0,-0.7779356220147183,0
2024-04-28,2024-04-28 18:28:11.411,0,-0.7779356220147183,0
2024-04-28,2024-04-28 18:29:02.374,0,1.214238305836313,7
2024-04-29,2024-04-29 11:26:31.871,0,-0.7779356220147183,4
2024-04-29,2024-04-29 13:27:56.949,0,-0.7779356220147183,0
2024-04-29,2024-04-29 13:28:53.899,0,-0.7779356220147183,4
2024-04-29,2024-04-29 13:53:35.730,0,-0.7779356220147183,4
2024-04-29,2024-04-29 13:54:24.357,0,0.2181513419107974,1
2024-04-29,2024-04-29 18:37:48.406,0,1.214238305836313,2
2024-04-29,2024-04-29 19:12:33.194,0,1.214238305836313,2
2024-04-29,2024-04-29 19:13:37.878,0,1.214238305836313,2
2024-04-30,2024-04-30 10:16:41.493,0,1.214238305836313,7
2024-04-30,2024-04-30 10:34:52.250,0,0.2181513419107974,1
2024-04-30,2024-04-30 10:35:47.617,0,0.2181513419107974,1
2024-04-30,2024-04-30 13:41:52.325,0,-0.7779356220147183,0
2024-04-30,2024-04-30 13:42:59.977,0,0.2181513419107974,1
2024-04-30,2024-04-30 19:19:18.139,0,1.214238305836313,2
